"","index","PC1","PC2","muni_i","muni_j","muni_i_name","muni_j_name"
"564",564,-3.40668419542539,-0.922406741402428,"CO54109","CO54720","Bucarasica","Sardinata"
"565",565,-3.514253388829,-0.69408025047494,"CO76109","CO19110","Buenaventura","Buenos Aires"
"566",566,-1.29309426288718,-0.789179375449094,"CO76109","CO76001","Buenaventura","Cali"
"567",567,-1.71383476641292,-0.965353784190977,"CO76109","CO76126","Buenaventura","Calima"
"568",568,-1.35180681922505,-0.768681861860243,"CO76109","CO76233","Buenaventura","Dagua"
"569",569,-1.97882819197412,1.56388636268873,"CO76109","CO27250","Buenaventura","El Litoral del San Juan"
"570",570,-1.65145283089837,-0.791779344188154,"CO76109","CO76364","Buenaventura","Jamundí"
"571",571,-1.89545632965259,-0.386080843759137,"CO76109","CO19418","Buenaventura","López de Micay"
"572",572,-3.86706575478177,-0.976159347560412,"CO15109","CO15131","Buenavista","Caldas"
"573",573,-1.42705300318023,-0.472538927098952,"CO15109","CO25154","Buenavista","Carmen de Carupa"
"574",574,-1.2277291470307,-0.956588955367499,"CO15109","CO15212","Buenavista","Coper"
"575",575,-1.17044676740457,-0.91892182770195,"CO15109","CO15442","Buenavista","Maripí"
"576",576,-1.29053515618303,-0.928158248473635,"CO15109","CO25745","Buenavista","Simijaca"
"577",577,-2.35745981863393,-0.466644905569732,"CO23079","CO23350","Buenavista","La Apartada"
"578",578,-3.80392500991139,-0.855506801730822,"CO23079","CO23466","Buenavista","Montelíbano"
"579",579,-2.85967292728887,-0.582955886847661,"CO23079","CO23555","Buenavista","Planeta Rica"
"580",580,-1.37128954307656,-0.950299263298209,"CO23079","CO23570","Buenavista","Pueblo Nuevo"
"581",581,-3.87849571613297,-0.965645954080733,"CO63111","CO63130","Buenavista","Calarcá"
"582",582,-0.215206296790852,-0.744309851649476,"CO63111","CO63212","Buenavista","Córdoba"
"583",583,0.24394828106846,-0.713141231591662,"CO63111","CO63548","Buenavista","Pijao"
"584",584,-1.73854133278139,-0.962115538478,"CO70110","CO13212","Buenavista","Córdoba"
"585",585,-2.82102719087189,-0.595846986322175,"CO70110","CO70235","Buenavista","Galeras"
"586",586,-0.104892726890546,-0.781991858512262,"CO70110","CO13430","Buenavista","Magangué"
"587",587,-0.220973383705605,-0.769787243641555,"CO70110","CO70742","Buenavista","San Luis de Sincé"
"588",588,-3.51442635076091,-0.753520653164909,"CO70110","CO70717","Buenavista","San Pedro"
"589",589,-3.65696518794684,-0.861482762139159,"CO19110","CO19137","Buenos Aires","Caldono"
"590",590,-1.9443549222169,-1.06214738818182,"CO19110","CO76364","Buenos Aires","Jamundí"
"591",591,-2.17222466129948,-0.257614555901509,"CO19110","CO19418","Buenos Aires","López de Micay"
"592",592,-3.90163095000666,-0.927296931670498,"CO19110","CO19473","Buenos Aires","Morales"
"593",593,-0.849793890385351,-0.788069217096313,"CO19110","CO19698","Buenos Aires","Santander de Quilichao"
"594",594,-3.65517432631824,0.190529657930027,"CO19110","CO19780","Buenos Aires","Suárez"
"595",595,-0.0607634354766875,-0.35684570970483,"CO52110","CO52240","Buesaco","Chachagüí"
"596",596,-0.493159109556409,-0.246195169201054,"CO52110","CO86219","Buesaco","Colón"
"597",597,-3.06860352361421,-0.935108691202001,"CO52110","CO52258","Buesaco","El Tablón de Gómez"
"598",598,-0.0529874086192985,-0.767381403534188,"CO52110","CO52001","Buesaco","Pasto"
"599",599,-2.9074478649382,-0.946747695577997,"CO52110","CO52687","Buesaco","San Lorenzo"
"600",600,-1.78674611631149,-0.608507763232601,"CO52110","CO86760","Buesaco","Santiago"
"601",601,-2.69590698944937,-0.733420171642049,"CO52110","CO86749","Buesaco","Sibundoy"
"602",602,-3.63202030836856,-0.82194234232865,"CO76113","CO76736","Bugalagrande","Sevilla"
"603",603,-2.33623257194055,-1.22701037139163,"CO05113","CO05138","Buriticá","Cañasgordas"
"604",604,-2.27942036715727,-0.813018506231079,"CO05113","CO05306","Buriticá","Giraldo"
"605",605,-0.98144012228455,0.241580347948252,"CO05113","CO05411","Buriticá","Liborina"
"606",606,-1.32226422761098,-0.399265723327431,"CO05113","CO05543","Buriticá","Peque"
"607",607,0.671586169630018,-0.609921920856198,"CO05113","CO05628","Buriticá","Sabanalarga"
"608",608,-0.553064404970566,-0.800606790342272,"CO05113","CO05042","Buriticá","Santa Fé de Antioquia"
"609",609,-0.700701833250358,-0.936361943892007,"CO15114","CO15215","Busbanzá","Corrales"
"610",610,-1.41845787043563,-0.585051855879465,"CO15114","CO15276","Busbanzá","Floresta"
"611",611,-1.25213153196065,-0.296610170608266,"CO25120","CO41206","Cabrera","Colombia"
"612",612,-1.40775478414649,-0.430719932328802,"CO25120","CO73226","Cabrera","Cunday"
"613",613,-1.21600394363064,-0.889697419617952,"CO25120","CO73236","Cabrera","Dolores"
"614",614,-0.744555711246197,-0.425976026379826,"CO25120","CO73352","Cabrera","Icononzo"
"615",615,-2.74919430620937,-0.840683431984211,"CO25120","CO25649","Cabrera","San Bernardo"
"616",616,-1.85374332107339,-1.19208791810296,"CO68121","CO68296","Cabrera","Galán"
"617",617,0.289682931549571,1.04470859464926,"CO68121","CO68522","Cabrera","Palmar"
"618",618,0.128724538392614,-0.717131165825613,"CO68121","CO68549","Cabrera","Pinchote"
"619",619,-3.79949068500336,-0.938553087504026,"CO68121","CO68679","Cabrera","San Gil"
"620",620,-1.58662870944951,-0.984876804281243,"CO68121","CO68755","Cabrera","Socorro"
"621",621,-2.32303007900185,-0.231806423859162,"CO50124","CO50226","Cabuyaro","Cumaral"
"622",622,-1.27669464706703,-0.655040582230829,"CO50124","CO25530","Cabuyaro","Paratebueno"
"623",623,-2.72506626196414,-0.646383759494082,"CO50124","CO50573","Cabuyaro","Puerto López"
"624",624,-2.61482840935282,3.97198738439113,"CO94886","CO94001","Cacahual","Inírida"
"625",625,-0.0367996227570899,-0.138868627684361,"CO94886","CO94884","Cacahual","Puerto Colombia"
"626",626,-1.44289134371481,-0.339199116906928,"CO05120","CO05154","Cáceres","Caucasia"
"627",627,-3.51504069198569,-0.651974919053657,"CO05120","CO23466","Cáceres","Montelíbano"
"628",628,-2.35913076474193,-0.628209739201657,"CO05120","CO23682","Cáceres","San José de Uré"
"629",629,-1.49005412318194,-1.05917576677772,"CO25123","CO25386","Cachipay","La Mesa"
"630",630,-2.60734148118157,-1.24088210809575,"CO25123","CO25596","Cachipay","Quipile"
"631",631,-1.89150493785767,-1.24958117699209,"CO54128","CO68255","Cáchira","El Playón"
"632",632,-0.751225648730755,-1.29338178253995,"CO54128","CO54385","Cáchira","La Esperanza"
"633",633,-1.05260262573034,-0.890974399054875,"CO54128","CO68615","Cáchira","Rionegro"
"634",634,-1.69156982866767,-0.854720093522906,"CO54128","CO54660","Cáchira","Salazar"
"635",635,-2.1597519208164,-1.63743809226939,"CO54128","CO68780","Cáchira","Suratá"
"636",636,0.46393069312488,-0.188417897969192,"CO54125","CO54174","Cácota","Chitagá"
"637",637,-3.29522410837697,-0.89926582153714,"CO54125","CO54480","Cácota","Mutiscua"
"638",638,-2.90425998353158,-1.33059575390054,"CO54125","CO54518","Cácota","Pamplona"
"639",639,-2.72985188208113,-0.831812335884514,"CO54125","CO54743","Cácota","Silos"
"640",640,-0.867860558701498,-0.814530166069348,"CO05125","CO05042","Caicedo","Santa Fé de Antioquia"
"641",641,-3.04774142861068,-1.26140463971204,"CO76122","CO63130","Caicedonia","Calarcá"
"642",642,-1.86511881554484,-1.14845272441399,"CO76122","CO63302","Caicedonia","Génova"
"643",643,-1.60205655335649,-0.947063806179522,"CO76122","CO63401","Caicedonia","La Tebaida"
"644",644,1.07477159523555,-1.00719354522273,"CO76122","CO63548","Caicedonia","Pijao"
"645",645,-2.98781736735807,-1.29244659433658,"CO76122","CO76736","Caicedonia","Sevilla"
"646",646,-2.62343615033483,-0.552686903484317,"CO70124","CO23182","Caimito","Chinú"
"647",647,-1.88230569636841,-0.454639115429557,"CO70124","CO70400","Caimito","La Unión"
"648",648,-3.31334023557506,-0.914224529351238,"CO70124","CO70678","Caimito","San Benito Abad"
"649",649,-2.22271237335136,-1.17202241202021,"CO70124","CO70708","Caimito","San Marcos"
"650",650,-2.47865801838732,-1.16011590636377,"CO73124","CO63130","Cajamarca","Calarcá"
"651",651,1.19178999963388,-0.923872844992736,"CO73124","CO63212","Cajamarca","Córdoba"
"652",652,-1.46262442137571,-0.823673694060623,"CO73124","CO73001","Cajamarca","Ibagué"
"653",653,1.65158458220935,-0.876882999222576,"CO73124","CO63548","Cajamarca","Pijao"
"654",654,0.140551813679256,-0.694007698419698,"CO73124","CO73622","Cajamarca","Roncesvalles"
"655",655,0.784104068560311,-0.582655500885779,"CO73124","CO73624","Cajamarca","Rovira"
"656",656,0.799779315559794,-1.10317615140471,"CO73124","CO63690","Cajamarca","Salento"
"657",657,-0.387640105632351,-0.718061604829531,"CO19130","CO19256","Cajibío","El Tambo"
"658",658,-3.9446088744612,-1.00238408430078,"CO19130","CO19473","Cajibío","Morales"
"659",659,-0.746562356214224,-0.879544040947628,"CO19130","CO19548","Cajibío","Piendamó - Tunía"
"660",660,-0.278203764870451,-0.793917399842721,"CO19130","CO19001","Cajibío","Popayán"
"661",661,-3.48096468115079,-0.856969053542754,"CO19130","CO19743","Cajibío","Silvia"
"662",662,-0.867467166377682,-0.430990094517713,"CO25126","CO25175","Cajicá","Chía"
"663",663,-3.00114178266491,-1.2838078423926,"CO25126","CO25758","Cajicá","Sopó"
"664",664,-1.30052164560937,-0.945252575200115,"CO13140","CO47161","Calamar","Cerro de San Antonio"
"665",665,0.145567279958434,-1.24666703259845,"CO13140","CO13248","Calamar","El Guamo"
"666",666,-0.180803157786401,-1.20284032067844,"CO13140","CO13433","Calamar","Mahates"
"667",667,-0.978178396962459,-1.37803493060846,"CO13140","CO47541","Calamar","Pedraza"
"668",668,-1.69297454712921,-1.40089031941007,"CO13140","CO13620","Calamar","San Cristóbal"
"669",669,-2.67357249078992,-1.17192763064096,"CO13140","CO13657","Calamar","San Juan Nepomuceno"
"670",670,-1.49197176013356,-1.0911412010191,"CO13140","CO08675","Calamar","Santa Lucía"
"671",671,0.575011226799395,-1.02312144218982,"CO13140","CO13760","Calamar","Soplaviento"
"672",672,-2.19133916301361,-1.61971846290533,"CO13140","CO08770","Calamar","Suan"
"673",673,-2.16533149961832,-1.21160864191682,"CO95015","CO95025","Calamar","El Retorno"
"674",674,0.395052637762093,0.0341853513635129,"CO95015","CO50350","Calamar","La Macarena"
"675",675,-0.706354831408118,-0.593220666506965,"CO95015","CO95200","Calamar","Miraflores"
"676",676,0.432120766903083,-0.747935456607405,"CO95015","CO95001","Calamar","San José del Guaviare"
"677",677,0.146621002715978,0.515362983768277,"CO95015","CO18753","Calamar","San Vicente del Caguán"
"678",678,-2.28874707029113,0.385538003674554,"CO95015","CO18756","Calamar","Solano"
"679",679,-0.218715695024224,-0.737940976237279,"CO63130","CO63212","Calarcá","Córdoba"
"680",680,-2.4313239585349,-0.521425776012714,"CO63130","CO63401","Calarcá","La Tebaida"
"681",681,0.241217884365024,-0.687515062093846,"CO63130","CO63548","Calarcá","Pijao"
"682",682,-0.607273456308382,-0.831886363485835,"CO63130","CO63690","Calarcá","Salento"
"683",683,-0.326725146641533,-0.840237028257632,"CO05129","CO05266","Caldas","Envigado"
"684",684,-0.575920625367648,-0.841907389262456,"CO05129","CO05282","Caldas","Fredonia"
"685",685,-1.33370851560571,-0.896527077659059,"CO05129","CO05380","Caldas","La Estrella"
"686",686,-0.843379272541219,-0.363752066776939,"CO05129","CO05607","Caldas","Retiro"
"687",687,-0.714070681577802,-0.471657066492197,"CO05129","CO05631","Caldas","Sabaneta"
"688",688,-3.59702223954523,-0.890896139829126,"CO05129","CO05679","Caldas","Santa Bárbara"
"689",689,-1.4571198653535,-0.383271908919134,"CO15131","CO15176","Caldas","Chiquinquirá"
"690",690,-1.22669678315932,-0.880960378220706,"CO15131","CO15442","Caldas","Maripí"
"691",691,-0.748647481751394,-0.779306509252291,"CO15131","CO15531","Caldas","Pauna"
"692",692,-1.35030310796165,-0.977161876701147,"CO15131","CO25745","Caldas","Simijaca"
"693",693,-2.24159082617406,-0.460458518042712,"CO19137","CO19364","Caldono","Jambaló"
"694",694,-3.73498159925713,-0.954802609448252,"CO19137","CO19473","Caldono","Morales"
"695",695,-0.541507294273621,-0.910872611007303,"CO19137","CO19548","Caldono","Piendamó - Tunía"
"696",696,-0.695762998573744,-0.858835750999371,"CO19137","CO19698","Caldono","Santander de Quilichao"
"697",697,-3.27657520985833,-0.904751345911734,"CO19137","CO19743","Caldono","Silvia"
"698",698,-1.50057939332701,-1.06070951131597,"CO76001","CO76130","Cali","Candelaria"
"699",699,0.579396996503526,-1.06130317858054,"CO76001","CO76233","Cali","Dagua"
"700",700,0.272008561413585,-1.27579710743584,"CO76001","CO76364","Cali","Jamundí"
"701",701,0.976612969120641,-1.07920446605345,"CO76001","CO76377","Cali","La Cumbre"
"702",702,1.30747949162916,-0.816636646862063,"CO76001","CO76520","Cali","Palmira"
"703",703,-0.0498868052158989,-1.23507992517872,"CO76001","CO19573","Cali","Puerto Tejada"
"704",704,-1.99079399201948,-0.528634330522064,"CO68132","CO68169","California","Charta"
"705",705,-2.7602774559373,-1.37258475170154,"CO68132","CO68780","California","Suratá"
"706",706,0.159534180325117,-1.21578073216442,"CO76126","CO76233","Calima","Dagua"
"707",707,-0.468992207548784,1.07958279156123,"CO76126","CO27250","Calima","El Litoral del San Juan"
"708",708,0.560918967937542,-1.13062689937361,"CO76126","CO76377","Calima","La Cumbre"
"709",709,1.63214216625599,-0.925459338805271,"CO76126","CO76606","Calima","Restrepo"
"710",710,-0.0958311028033908,-1.09319160521559,"CO76126","CO76616","Calima","Riofrío"
"711",711,-1.57828143102951,-1.4997947077495,"CO19142","CO19212","Caloto","Corinto"
"712",712,-2.69498303034895,-1.77401338456547,"CO19142","CO19300","Caloto","Guachené"
"713",713,-1.95761392035956,-0.941667626050702,"CO19142","CO19364","Caloto","Jambaló"
"714",714,-2.20388317865861,-1.00825427469671,"CO19142","CO19513","Caloto","Padilla"
"715",715,-1.82665700816712,-1.53421194095749,"CO19142","CO19573","Caloto","Puerto Tejada"
"716",716,-0.409178050262189,-1.27557278876934,"CO19142","CO19698","Caloto","Santander de Quilichao"
"717",717,-2.31996500780272,-1.2473207328363,"CO05134","CO05315","Campamento","Guadalupe"
"718",718,-1.9095970943324,-1.20311730370715,"CO08137","CO08141","Campo de la Cruz","Candelaria"
"719",719,-2.21403248557953,-0.647026705198373,"CO08137","CO47161","Campo de la Cruz","Cerro de San Antonio"
"720",720,-2.27751905188316,-1.07315506586008,"CO08137","CO47258","Campo de la Cruz","El Piñón"
"721",721,-2.52176258063339,-0.704502515671049,"CO08137","CO08436","Campo de la Cruz","Manatí"
"722",722,-0.782622918634745,-0.838185704578847,"CO08137","CO08560","Campo de la Cruz","Ponedera"
"723",723,-1.83582849028586,-1.006209193426,"CO08137","CO47675","Campo de la Cruz","Salamina"
"724",724,-2.40379471609627,-0.75119002308837,"CO08137","CO08675","Campo de la Cruz","Santa Lucía"
"725",725,-3.09734972413914,-1.3706383454312,"CO08137","CO08770","Campo de la Cruz","Suan"
"726",726,-1.4115027743398,-0.994750240448365,"CO41132","CO41349","Campoalegre","Hobo"
"727",727,-1.20475541883877,-0.874669989055625,"CO41132","CO41524","Campoalegre","Palermo"
"728",728,-1.75315869264784,-1.14493591707892,"CO41132","CO41615","Campoalegre","Rivera"
"729",729,-1.58011184372905,-0.865472039286194,"CO15135","CO15299","Campohermoso","Garagoa"
"730",730,-0.349656461172985,-1.14115880923116,"CO15135","CO15425","Campohermoso","Macanal"
"731",731,1.99184316399867,-1.00046186577346,"CO15135","CO15455","Campohermoso","Miraflores"
"732",732,-0.113994475815892,-0.718324829787258,"CO15135","CO15514","Campohermoso","Páez"
"733",733,0.241942222326073,-1.21970594224508,"CO15135","CO15667","Campohermoso","San Luis de Gaceno"
"734",734,0.51197491776683,-1.1740748201118,"CO15135","CO15690","Campohermoso","Santa María"
"735",735,-0.961451766954748,-1.29829908636844,"CO23090","CO23419","Canalete","Los Córdobas"
"736",736,-2.72009478908186,-0.917518028587319,"CO23090","CO23001","Canalete","Montería"
"737",737,1.03465853279908,-1.14043625385807,"CO05138","CO05284","Cañasgordas","Frontino"
"738",738,-1.45603106457432,-1.17087332155716,"CO05138","CO05306","Cañasgordas","Giraldo"
"739",739,-0.498184646898311,-0.740056529875833,"CO05138","CO05543","Cañasgordas","Peque"
"740",740,-0.942925916060889,-0.947228514482822,"CO08141","CO08436","Candelaria","Manatí"
"741",741,0.795995312225518,-1.08631149026281,"CO08141","CO08560","Candelaria","Ponedera"
"742",742,0.625709288911287,-0.553388586365529,"CO08141","CO08638","Candelaria","Sabanalarga"
"743",743,-2.69079395792513,-0.853811461945689,"CO76130","CO76275","Candelaria","Florida"
"744",744,-3.02381270651023,-0.795144141585665,"CO76130","CO19455","Candelaria","Miranda"
"745",745,-0.82874413618567,-0.73460160553439,"CO76130","CO76520","Candelaria","Palmira"
"746",746,0.170919365438638,-0.661860931767639,"CO76130","CO76563","Candelaria","Pradera"
"747",747,-2.18434050539877,-1.10929141789604,"CO76130","CO19573","Candelaria","Puerto Tejada"
"748",748,0.68410504113307,-1.18043115677168,"CO13160","CO68575","Cantagallo","Puerto Wilches"
"749",749,1.25338698466608,-0.692076155369101,"CO13160","CO05604","Cantagallo","Remedios"
"750",750,2.82407908332136,1.33346551795253,"CO13160","CO13670","Cantagallo","San Pablo"
"751",751,-0.490405893261013,-1.42020258085059,"CO25148","CO25320","Caparrapí","Guaduas"
"752",752,-0.231437455608125,-0.777770447317997,"CO25148","CO25394","Caparrapí","La Palma"
"753",753,0.377829981033986,-1.17194957081506,"CO25148","CO25572","Caparrapí","Puerto Salgar"
"754",754,-0.575205738824761,-0.797914847978377,"CO68147","CO15218","Capitanejo","Covarachía"
"755",755,-1.10810981328915,-0.929454463172459,"CO68147","CO68266","Capitanejo","Enciso"
"756",756,-3.09292465059914,-1.32136841544994,"CO68147","CO68425","Capitanejo","Macaravita"
"757",757,-3.0275187714477,-0.864014016050026,"CO68147","CO68684","Capitanejo","San José de Miranda"
"758",758,-3.14650449586011,-0.217137378393339,"CO68147","CO68686","Capitanejo","San Miguel"
"759",759,-2.02670791884408,-0.454467202731217,"CO25151","CO25178","Cáqueza","Chipaque"
"760",760,-1.89906850110687,-0.683776225872664,"CO25151","CO25279","Cáqueza","Fómeque"
"761",761,-1.19512199435212,-0.941865075695299,"CO25151","CO25281","Cáqueza","Fosca"
"762",762,-0.971404171888349,-0.357426286428674,"CO25151","CO25594","Cáqueza","Quetame"
"763",763,-0.583006200091846,-1.09845889381355,"CO05142","CO05425","Caracolí","Maceo"
"764",764,-1.00724534012117,-0.916832946736162,"CO05142","CO05579","Caracolí","Puerto Berrío"
"765",765,-0.279995461227836,-0.895065529367059,"CO05142","CO05585","Caracolí","Puerto Nare"
"766",766,-2.51380094984973,-0.684532482930465,"CO05142","CO05649","Caracolí","San Carlos"
"767",767,0.9121641512923,-0.187837970123455,"CO05142","CO05670","Caracolí","San Roque"
"768",768,-1.07507518310057,-0.960831902825706,"CO05145","CO17442","Caramanta","Marmato"
"769",769,-0.672837308042802,-0.663903069948262,"CO05145","CO17513","Caramanta","Pácora"
"770",770,-1.58616610369929,-0.970443326811711,"CO05145","CO17614","Caramanta","Riosucio"
"771",771,-2.83245420363863,-1.32772755482252,"CO05145","CO17777","Caramanta","Supía"
"772",772,-0.985870753439453,-0.836020636773451,"CO68152","CO15180","Carcasí","Chiscas"
"773",773,-0.860951412808633,-0.815773407612615,"CO68152","CO68207","Carcasí","Concepción"
"774",774,-0.182941321857089,-1.28861699019773,"CO68152","CO68266","Carcasí","Enciso"
"775",775,-2.17623308930519,-1.61288188742262,"CO68152","CO68425","Carcasí","Macaravita"
"776",776,-2.21806605083282,-0.495465073124013,"CO68152","CO68686","Carcasí","San Miguel"
"777",777,-0.490720007917557,-0.0309140282897777,"CO05147","CO05172","Carepa","Chigorodó"
"778",778,0.544491160527736,-0.503036051828383,"CO73148","CO73226","Carmen de Apicalá","Cunday"
"779",779,1.1200905447517,-0.0249117457996312,"CO73148","CO73449","Carmen de Apicalá","Melgar"
"780",780,1.50286270019688,-0.607543548650873,"CO73148","CO25612","Carmen de Apicalá","Ricaurte"
"781",781,-1.00773383407354,1.59182521288818,"CO73148","CO73770","Carmen de Apicalá","Suárez"
"782",782,1.00925596682906,0.613587294141856,"CO25154","CO15212","Carmen de Carupa","Coper"
"783",783,-1.8838032415056,2.43053643574449,"CO25154","CO25653","Carmen de Carupa","San Cayetano"
"784",784,0.787335004115536,1.71959431716103,"CO25154","CO25745","Carmen de Carupa","Simijaca"
"785",785,-0.749639568875215,1.88439736638507,"CO25154","CO25779","Carmen de Carupa","Susa"
"786",786,-1.83751023267088,2.33320438897537,"CO25154","CO25781","Carmen de Carupa","Sutatausa"
"787",787,-0.222208812199606,0.253784005326028,"CO27150","CO05234","Carmen del Darién","Dabeiba"
"788",788,-1.64201076262334,1.66238960999915,"CO27150","CO05475","Carmen del Darién","Murindó"
"789",789,0.327703638302224,1.02930845252518,"CO27150","CO27615","Carmen del Darién","Riosucio"
"790",790,-0.588248801853478,2.03899649571594,"CO05150","CO05310","Carolina","Gómez Plata"
"791",791,-1.10403049106818,2.05280899381381,"CO05150","CO05315","Carolina","Guadalupe"
"792",792,0.274707478326026,1.18630962846662,"CO05150","CO05686","Carolina","Santa Rosa de Osos"
"793",793,-1.2378532911625,-0.273141990104718,"CO13001","CO13222","Cartagena de Indias","Clemencia"
"794",794,0.28351503590564,3.92760282595963,"CO13001","CO13673","Cartagena de Indias","Santa Catalina"
"795",795,-0.559202776694481,-0.155046125081411,"CO13001","CO13683","Cartagena de Indias","Santa Rosa"
"796",796,1.95381185811027,0.536904981446015,"CO18150","CO18247","Cartagena del Chairá","El Doncello"
"797",797,-1.51882894443128,2.62442111699486,"CO18150","CO18256","Cartagena del Chairá","El Paujíl"
"798",798,-1.17543776899432,2.12738575471979,"CO18150","CO18410","Cartagena del Chairá","La Montañita"
"799",799,1.26923918220045,0.575127238125332,"CO18150","CO18592","Cartagena del Chairá","Puerto Rico"
"800",800,1.64107588779337,0.81615270300699,"CO18150","CO18753","Cartagena del Chairá","San Vicente del Caguán"
"801",801,-0.967133963661417,1.70177316015922,"CO18150","CO18756","Cartagena del Chairá","Solano"
"802",802,1.33530923084213,0.522990161240839,"CO76147","CO76497","Cartago","Obando"
"803",803,2.69486056858925,1.11851089953733,"CO76147","CO66001","Cartago","Pereira"
"804",804,2.47993731338409,-0.000845866591720229,"CO76147","CO63594","Cartago","Quimbaya"
"805",805,-1.40097103119325,2.02566976623731,"CO97161","CO95025","Carurú","El Retorno"
"806",806,0.148877692599979,1.02765611636056,"CO97161","CO95200","Carurú","Miraflores"
"807",807,-0.610857501265409,2.08491580622761,"CO97161","CO97001","Carurú","Mitú"
"808",808,0.578998709506369,0.460165324665156,"CO97161","CO97511","Carurú","Pacoa"
"809",809,0.532660563195562,1.15148376641857,"CO97161","CO97777","Carurú","Papunahua"
"810",810,0.747821058025002,0.152317609683317,"CO73152","CO73270","Casabianca","Falan"
"811",811,-0.224904099193633,-0.438742409937684,"CO73152","CO73283","Casabianca","Fresno"
"812",812,-0.546746638164943,-0.707183685839462,"CO73152","CO73347","Casabianca","Herveo"
"813",813,0.91320282589182,-0.30358989233579,"CO73152","CO73520","Casabianca","Palocabildo"
"814",814,-1.09798484497566,1.15692099936233,"CO50150","CO50318","Castilla la Nueva","Guamal"
"815",815,-0.890381345140384,2.50431523904951,"CO50150","CO50680","Castilla la Nueva","San Carlos de Guaroa"
"816",816,2.20792910635971,0.392986732304485,"CO50150","CO50689","Castilla la Nueva","San Martín"
"817",817,0.841179170710691,0.652836175787485,"CO05154","CO05250","Caucasia","El Bagre"
"818",818,-0.366847343403425,0.0356699072936532,"CO05154","CO23350","Caucasia","La Apartada"
"819",819,-2.14559914179376,1.99181931741642,"CO05154","CO23466","Caucasia","Montelíbano"
"820",820,-1.20882084555444,1.58069390387015,"CO05154","CO05495","Caucasia","Nechí"
"821",821,-0.964090558328598,0.411423888999421,"CO68160","CO68229","Cepitá","Curití"
"822",822,-2.77620792800447,2.08720795028566,"CO68160","CO68318","Cepitá","Guaca"
"823",823,-1.71653278945015,2.12854935763114,"CO68160","CO68468","Cepitá","Molagavita"
"824",824,0.536169772211765,0.449224983658532,"CO68160","CO68547","Cepitá","Piedecuesta"
"825",825,0.41491450648549,5.37483463755394,"CO68160","CO68669","Cepitá","San Andrés"
"826",826,1.93101844116891,-0.246863623926574,"CO23162","CO23189","Cereté","Ciénaga de Oro"
"827",827,-1.09737169954315,0.346216173413743,"CO23162","CO23001","Cereté","Montería"
"828",828,-0.611170256789458,0.880770439809325,"CO23162","CO23678","Cereté","San Carlos"
"829",829,0.41208245591699,0.0315688681462781,"CO23162","CO23686","Cereté","San Pelayo"
"830",830,0.743135559213937,0.445811259262395,"CO15162","CO68264","Cerinza","Encino"
"831",831,0.830860864884153,1.48527307864789,"CO15162","CO15276","Cerinza","Floresta"
"832",832,1.10626610537619,1.25184469503698,"CO15162","CO15693","Cerinza","Santa Rosa de Viterbo"
"833",833,2.50655624322505,0.316206210210194,"CO68162","CO54174","Cerrito","Chitagá"
"834",834,0.733605032626775,-0.00553994929696006,"CO68162","CO68207","Cerrito","Concepción"
"835",835,-1.53658457078189,1.25705196759358,"CO68162","CO68318","Cerrito","Guaca"
"836",836,1.60106543506658,5.11205851560897,"CO68162","CO68669","Cerrito","San Andrés"
"837",837,-1.94322176220864,1.73246803985638,"CO47161","CO47205","Cerro de San Antonio","Concordia"
"838",838,-1.30090397108363,1.34207028099244,"CO47161","CO47258","Cerro de San Antonio","El Piñón"
"839",839,-0.615159829614541,-0.713835960700126,"CO47161","CO47541","Cerro de San Antonio","Pedraza"
"840",840,-2.15330652681369,1.28850052750643,"CO47161","CO08770","Cerro de San Antonio","Suan"
"841",841,1.09032113286596,0.448732963862538,"CO27160","CO27135","Cértegui","El Cantón del San Pablo"
"842",842,1.71578557257858,-0.260912209371109,"CO27160","CO27413","Cértegui","Lloró"
"843",843,0.876700823097214,0.56007144102388,"CO27160","CO27600","Cértegui","Río Quito"
"844",844,3.11055293514419,1.03485723727971,"CO52240","CO52260","Chachagüí","El Tambo"
"845",845,1.59729915610925,1.57063901494665,"CO52240","CO52381","Chachagüí","La Florida"
"846",846,2.38269334913542,0.590052048174245,"CO52240","CO52001","Chachagüí","Pasto"
"847",847,-0.707796399162909,2.16275676778182,"CO52240","CO52687","Chachagüí","San Lorenzo"
"848",848,0.496632558788699,0.302954111207137,"CO25168","CO25320","Chaguaní","Guaduas"
"849",849,1.14194883259,-0.8434323036486,"CO25168","CO25662","Chaguaní","San Juan de Rioseco"
"850",850,0.280507428413967,1.07242200943365,"CO70230","CO70204","Chalán","Colosó"
"851",851,-2.68713287482098,2.09723582103315,"CO70230","CO13244","Chalán","El Carmen de Bolívar"
"852",852,-1.35779218704834,2.02370308629695,"CO70230","CO70508","Chalán","Ovejas"
"853",853,-1.90065136469296,2.07408440264009,"CO70230","CO70713","Chalán","San Onofre"
"854",854,0.838366376295091,0.0125355279102591,"CO85015","CO15514","Chámeza","Páez"
"855",855,2.27052519929651,-0.069095135205328,"CO85015","CO15518","Chámeza","Pajarito"
"856",856,2.55330300243782,0.589926035004641,"CO85015","CO85279","Chámeza","Recetor"
"857",857,-0.00101247181360402,-0.243901862606501,"CO73168","CO73217","Chaparral","Coyaima"
"858",858,-1.52877582349318,2.61803947242847,"CO73168","CO76111","Chaparral","Guadalajara de Buga"
